ID,electricity_kwh_per_month,natural_gas_therms_per_month,vehicle_miles_per_month,house_area_sqft,water_usage_liters_per_day,public_transport_usage_per_week,household_size,home_insulation_quality,meat_consumption_kg_per_week,laundry_loads_per_week,recycles_regularly,composts_organic_waste,uses_solar_panels,energy_efficient_appliances,heating_type,diet_type,owns_pet,smart_thermostat_installed,carbon_footprint
0x36be,307.72,67.98,1542.13,2673.12,413.21,0,5,4,1.57,5,1.0,0.0,1,1.0,gas,omnivore,1,0.0,870.65
0x37cf,468.57,45.66,969.25,2719.92,571.29,8,3,4,5.34,2,1.0,0.0,0,1.0,gas,vegan,1,0.0,572.35
0x26a7,324.69,21.54,542.65,491.9,207.37,0,7,2,0.0,4,1.0,0.0,0,1.0,gas,omnivore,0,,536.95
0x3a15,415.53,69.52,983.78,2774.26,405.13,1,4,3,0.9,8,0.0,0.0,0,0.0,gas,omnivore,1,0.0,1008.38
0x74f,-22.0,12.94,1029.48,1787.59,331.67,0,1,4,3.93,2,0.0,0.0,1,0.0,gas,omnivore,1,0.0,865.69
0x3bf0,379.25,11.51,298.26,701.73,510.55,5,2,3,4.98,4,1.0,0.0,0,0.0,gas,vegetarian,0,0.0,629.16
0x3af4,404.67,41.21,1448.13,2510.32,467.21,2,5,3,2.45,6,1.0,0.0,0,0.0,gas,vegetarian,0,1.0,767.77
0x6e3,556.96,46.44,1197.96,2248.72,658.78,3,1,2,1.74,7,1.0,0.0,0,0.0,gas,omnivore,0,0.0,1060.07
0x519c,452.3,31.16,1226.54,1990.37,304.72,4,4,2,4.01,4,1.0,1.0,1,0.0,electric,vegan,1,0.0,601.03
0x81f,208.19,19.1,877.81,828.2,346.35,6,3,3,1.41,2,0.0,1.0,0,0.0,gas,omnivore,0,0.0,728.65
0x3f35,476.89,42.6,682.68,1665.2,225.68,1,1,3,4.21,8,1.0,0.0,0,0.0,gas,omnivore,1,1.0,980.45
0x444d,403.82,50.87,634.65,713.12,366.27,1,4,3,3.61,2,1.0,1.0,0,0.0,gas,omnivore,1,0.0,936.04
0x1250,431.19,30.14,651.65,820.25,275.94,2,2,2,1.54,4,1.0,1.0,0,1.0,electric,omnivore,0,0.0,844.2
0x2633,515.04,21.57,1416.39,2866.49,356.86,0,9,5,3.45,7,1.0,0.0,1,0.0,gas,omnivore,0,1.0,876.78
0x293c,362.65,57.38,411.11,1828.7,275.72,6,1,3,2.69,5,1.0,0.0,0,1.0,electric,vegetarian,0,1.0,548.91
0x4f99,394.52,85.89,715.9,2004.29,418.13,2,3,3,2.76,2,1.0,0.0,0,1.0,gas,omnivore,1,0.0,897.3
0x204c,416.93,52.38,1106.33,2255.09,407.36,5,2,3,4.59,1,1.0,0.0,0,0.0,gas,omnivore,1,0.0,1128.66
0x27f3,375.46,11.22,673.75,796.84,179.62,5,2,2,4.7,3,1.0,0.0,0,1.0,electric,vegetarian,0,0.0,604.61
0x44ac,283.08,47.98,317.58,1284.46,172.88,6,3,3,1.51,7,1.0,0.0,1,1.0,gas,vegetarian,1,0.0,479.01
0x30d5,516.93,15.13,1391.32,2120.92,557.16,7,1,5,2.64,5,0.0,0.0,0,1.0,gas,omnivore,0,0.0,830.56
0x179b,419.46,65.18,1036.71,1961.26,-88.0,4,3,3,1.68,6,1.0,1.0,0,0.0,electric,vegetarian,1,0.0,732.65
0x54a,313.19,5.86,496.7,887.81,348.73,0,1,4,2.54,8,1.0,1.0,0,0.0,none,vegan,1,0.0,393.65
0x45f3,416.58,58.52,686.16,2127.78,289.45,2,5,2,3.38,9,1.0,0.0,0,1.0,gas,omnivore,1,0.0,931.48
0x1f03,294.17,41.54,806.17,1853.84,418.69,6,2,2,0.0,3,1.0,1.0,0,0.0,electric,vegetarian,1,1.0,535.88
0x4965,277.76,47.43,886.14,2194.45,362.88,4,2,2,3.99,8,0.0,0.0,0,1.0,gas,omnivore,1,0.0,983.07
0x39a4,407.03,64.12,796.46,1410.17,489.74,2,5,1,2.91,7,1.0,0.0,0,0.0,gas,omnivore,1,1.0,1055.12
0x351b,295.74,56.15,507.35,1354.6,257.48,5,3,3,1.41,7,0.0,0.0,1,1.0,gas,omnivore,1,0.0,684.91
0x14ed,410.97,53.08,880.18,1782.64,412.47,0,^@-JX,3,5.02,4,0.0,0.0,0,0.0,gas,vegetarian,0,0.0,864.33
0x3095,367.14,59.02,796.79,1682.85,272.97,0,3,3,1.67,4,1.0,1.0,0,0.0,gas,omnivore,0,0.0,1111.92
0x109f,636.87,63.11,735.03,1685.81,327.89,2,2,3,2.27,4,0.0,0.0,0,1.0,gas,omnivore,0,0.0,899.6
0x3afc,576.16,87.23,1093.0,3112.14,423.65,8,3,3,0.0,5,1.0,1.0,1,1.0,gas,omnivore,0,0.0,801.28
0x14be,421.94,38.96,550.22,2054.73,580.47,9,1,4,5.96,5,0.0,0.0,1,,gas,vegetarian,1,0.0,664.21
0x18da,489.65,83.97,1407.82,2370.84,381.6,1,1,1,4.2,2,0.0,0.0,0,1.0,gas,omnivore,0,0.0,1281.65
0x1932,310.67,11.79,659.9,936.86,376.37,2,6,2,3.95,8,1.0,0.0,0,0.0,none,omnivore,1,0.0,802.89
0x40c4,357.78,41.99,1479.54,"%,}/,",420.91,2,5,5,2.21,5,1.0,1.0,0,,gas,omnivore,1,,838.27
0x4dcc,376.99,21.36,450.26,2043.88,414.78,4,2,4,1.63,7,1.0,1.0,0,1.0,electric,omnivore,0,1.0,561.14
0x233b,541.32,39.22,821.27,2273.93,598.76,0,1,4,3.66,4,0.0,1.0,0,0.0,gas,vegetarian,0,1.0,726.05
0x14a5,318.01,52.38,903.75,2321.94,237.25,4,6,4,2.1,6,0.0,0.0,1,0.0,electric,vegetarian,1,0.0,645.62
0x416a,543.41,31.67,760.61,2415.87,455.9,6,4,4,3.03,3,0.0,,1,1.0,gas,vegetarian,0,0.0,566.54
0x3235,472.55,67.89,911.42,1327.17,354.63,0,6,3,1.81,7,1.0,0.0,0,1.0,electric,omnivore,0,0.0,839.86
0x47c6,270.2,65.6,558.39,1834.56,407.49,4,5,2,1.32,5,1.0,0.0,1,1.0,gas,omnivore,1,1.0,685.26
0x3a12,472.68,64.0,829.88,2751.33,636.86,7,2,2,3.02,6,0.0,1.0,0,0.0,electric,omnivore,0,,1058.2
0x4357,452.94,56.37,1023.58,1605.85,341.9,4,4,2,0.43,1,1.0,0.0,0,,none,vegetarian,1,0.0,555.29
0x412e,415.24,19.39,136.49,879.36,398.56,4,2,3,2.8,8,1.0,0.0,0,0.0,electric,omnivore,1,0.0,681.44
0x4a6b,434.94,7.0,816.48,1178.59,475.39,0,3,3,2.78,2,1.0,0.0,0,0.0,electric,omnivore,1,0.0,775.64
0x1303,390.67,72.09,1313.66,2339.68,310.29,4,5,3,4.86,2,0.0,1.0,0,1.0,electric,omnivore,0,0.0,1108.42
0x322f,482.36,64.97,809.99,962.97,347.22,2,1,4,3.87,2,1.0,1.0,0,1.0,gas,vegetarian,0,1.0,647.67
0x3150,-11.0,39.49,1275.04,1922.09,433.04,0,1,4,6.6,4,1.0,1.0,0,0.0,gas,omnivore,0,0.0,1207.85
0x218d,455.79,71.41,731.92,2218.31,478.44,7,4,1,2.61,7,1.0,1.0,0,0.0,none,vegetarian,0,1.0,730.69
0x3ac0,355.44,29.19,942.75,1856.72,411.22,-8,1,4,4.22,6,0.0,1.0,0,1.0,gas,omnivore,1,0.0,877.93
0x342b,311.87,41.05,335.14,1415.3,338.63,2,5,2,3.22,6,1.0,0.0,0,0.0,electric,omnivore,0,1.0,783.25
0x5b1,529.21,54.84,255.36,1932.02,267.41,6,1,3,1.98,6,1.0,0.0,1,1.0,none,omnivore,0,0.0,570.25
0xf83,426.53,48.81,693.26,2670.39,412.22,3,4,4,2.5,9,1.0,0.0,0,,gas,vegetarian,0,0.0,680.72
0x51ab,549.23,84.37,630.81,2034.48,378.67,0,1,3,4.85,1,0.0,1.0,1,0.0,electric,omnivore,0,0.0,1074.47
0x3a42,492.69,62.83,1051.55,2601.68,457.42,2,6,4,0.57,5,1.0,0.0,0,0.0,electric,omnivore,1,1.0,837.38
0x1a98,395.63,77.38,707.0,2067.41,338.84,7,5,2,3.42,2,0.0,0.0,0,0.0,electric,omnivore,1,0.0,1098.35
0xcc6,100.0,63.53,400.97,808.09,328.33,3,5,3,2.36,9,0.0,0.0,0,1.0,electric,vegetarian,1,0.0,558.41
0x24bd,-77.0,28.68,53.36,400.0,263.44,3,2,2,3.39,9,1.0,1.0,0,1.0,electric,omnivore,0,1.0,1004.09
0x42e5,567.18,67.91,1140.95,2409.54,376.47,-8,2,2,1.22,9,1.0,0.0,0,0.0,electric,vegetarian,0,0.0,802.02
0xf93,244.17,59.76,687.46,1776.34,463.13,3,2,2,2.2,4,0.0,0.0,0,1.0,electric,vegetarian,1,0.0,620.96
0x40ce,522.12,40.03,669.75,1377.79,445.4,0,1,3,0.0,7,1.0,0.0,0,0.0,gas,omnivore,1,0.0,749.65
0x40e2,233.75,88.19,1179.72,1809.45,413.17,4,3,1,2.68,1,1.0,1.0,0,1.0,electric,omnivore,0,0.0,1001.06
0x4753,246.09,42.91,892.36,1550.18,321.06,2,4,4,3.62,2,0.0,1.0,0,0.0,electric,vegan,0,0.0,544.32
0x3341,552.03,17.97,738.52,1894.93,565.57,2,1,1,2.7,7,1.0,1.0,1,1.0,electric,vegetarian,0,1.0,540.49
0x5148,490.87,92.14,1094.61,2798.55,666.2,1,2,2,3.59,6,1.0,0.0,0,0.0,electric,omnivore,1,0.0,1267.89
0x25bb,290.89,31.42,379.62,1529.72,298.19,2,"+,+#<",3,2.3,1,1.0,0.0,0,0.0,gas,vegan,1,0.0,448.25
0x429a,450.48,40.33,367.83,1120.67,522.6,7,6,2,3.52,8,0.0,,0,0.0,gas,omnivore,0,0.0,954.87
0x26e0,421.64,45.8,1171.17,1653.59,406.52,0,1,2,3.16,6,1.0,1.0,0,1.0,gas,omnivore,1,0.0,723.57
0x3eb6,454.02,30.24,977.16,1729.23,-66.0,6,3,4,3.67,8,1.0,0.0,1,0.0,gas,omnivore,1,0.0,897.25
0x3c6b,331.59,42.48,1057.72,2708.8,429.77,8,4,5,2.41,8,1.0,0.0,0,1.0,electric,vegetarian,1,0.0,588.31
0x4c94,396.47,57.94,841.25,1795.47,349.63,6,4,2,5.78,2,1.0,0.0,0,0.0,none,vegetarian,0,0.0,829.89
0x199e,365.84,47.0,596.25,2094.93,-55.0,5,2,3,3.44,5,1.0,1.0,1,0.0,none,vegetarian,1,1.0,580.89
0x1fb7,335.65,31.45,41.29,1129.3,379.46,8,1,6,2.18,5,1.0,1.0,0,0.0,gas,vegan,0,0.0,415.23
0x894,268.25,49.78,-592.5809913947407,541.55,334.58,3,s*FU9,2,3.12,3,1.0,1.0,0,0.0,none,omnivore,1,0.0,755.36
0x220b,587.47,28.75,818.82,1195.38,468.47,0,1,6,2.77,4,1.0,0.0,0,1.0,none,vegetarian,1,0.0,571.21
0x3fe7,421.55,40.26,748.74,623.56,302.27,3,5,4,1.92,9,1.0,0.0,0,0.0,gas,omnivore,0,0.0,821.26
0x51d9,337.31,54.97,1624.17,2105.52,448.55,0,7,2,2.25,4,1.0,,0,1.0,electric,omnivore,0,1.0,939.4
0x18c1,476.01,76.64,666.66,1605.87,334.48,0,3,3,5.16,7,1.0,0.0,0,0.0,gas,omnivore,0,1.0,1119.06
0x312a,440.64,36.83,582.4,1547.46,376.77,0,2,3,0.0,9,1.0,1.0,0,1.0,electric,omnivore,0,0.0,601.69
0x87d,469.91,32.72,1007.68,2212.42,263.29,0,3,5,5.54,5,1.0,0.0,0,1.0,nH$MV,omnivore,1,1.0,1032.92
0x3b7a,300.87,58.17,-373.66040657695703,2055.3,493.64,3,3,3,0.9,7,1.0,1.0,0,1.0,gas,omnivore,0,1.0,666.9
0x460,444.51,50.76,1048.63,1327.91,360.64,0,4,4,1.43,7,1.0,0.0,0,0.0,electric,vegan,1,1.0,512.5
0x81e,400.82,33.05,704.11,1178.94,287.09,4,5,3,4.02,3,1.0,0.0,0,0.0,gas,vegetarian,0,0.0,703.25
0x161f,408.11,31.89,604.18,1259.84,312.06,6,2,4,1.08,5,1.0,1.0,0,0.0,electric,vegan,1,0.0,432.19
0x1d65,463.88,39.77,871.49,1862.9,262.05,0,3,2,3.3,7,1.0,1.0,0,0.0,electric,omnivore,1,0.0,1008.69
0x445,348.04,59.1,532.87,1537.8,437.38,8,5,1,4.13,3,0.0,0.0,0,1.0,gas,vegetarian,0,0.0,727.07
0x219d,314.95,33.12,676.1,1035.8,427.97,0,4,4,3.13,4,1.0,1.0,0,1.0,electric,omnivore,0,0.0,692.86
0x2c16,231.82,4.27,1266.24,2031.29,310.32,2,2,4,2.56,1,0.0,0.0,0,0.0,electric,vegetarian,1,0.0,622.65
0x506d,413.22,26.82,1003.52,1583.11,233.69,3,1,3,3.27,6,0.0,1.0,0,1.0,electric,vegetarian,1,1.0,630.63
0x2e2c,473.32,69.64,623.88,1196.79,374.25,1,4,2,3.27,6,1.0,0.0,0,0.0,none,vegetarian,0,0.0,728.42
0x32dd,364.2,48.42,957.97,1058.41,286.48,0,3,3,3.93,4,1.0,1.0,0,0.0,none,omnivore,1,1.0,904.83
0x1a11,438.94,66.81,437.3,1832.82,274.11,5,1,3,1.66,5,1.0,0.0,0,0.0,gas,omnivore,0,0.0,845.53
0x143b,379.4,38.4,1093.43,1132.57,415.55,8,3,2,3.57,8,0.0,0.0,1,0.0,electric,vegetarian,1,,775.25
0x164a,285.2,31.47,1033.7,1582.23,345.07,5,3,3,3.55,9,,1.0,0,0.0,gas,omnivore,1,0.0,988.19
0x4931,301.25,72.76,-695.6911308224544,1606.04,434.91,6,4,2,2.71,5,1.0,0.0,1,1.0,gas,omnivore,0,1.0,706.35
0x3667,386.93,81.08,573.38,762.63,565.83,5,4,1,5.62,2,0.0,1.0,1,1.0,none,omnivore,1,,980.66
0x4925,472.06,29.01,921.28,2995.9,465.14,0,5,4,4.04,9,0.0,1.0,0,1.0,gas,vegan,1,,550.47
0x18f4,426.29,30.42,831.53,1323.37,288.4,0,6,4,3.66,5,1.0,0.0,0,1.0,gas,omnivore,0,0.0,793.92
0x31e9,348.57,21.16,743.25,1260.08,404.85,0,2,2,4.0,5,0.0,0.0,0,1.0,electric,vegetarian,0,1.0,613.82
0x1aa4,389.77,28.95,163.25,1591.89,526.2,2,2,3,0.37,5,,0.0,1,0.0,electric,omnivore,1,0.0,498.8
0x3a8f,297.81,54.9,179.03,1101.15,262.51,7,2,2,0.97,2,1.0,0.0,0,1.0,electric,omnivore,0,1.0,552.05
0x51f0,457.53,14.38,323.88,992.02,409.79,9,1,2,5.56,5,1.0,1.0,0,0.0,electric,omnivore,1,0.0,915.67
0x1e2e,326.04,29.15,728.92,2092.15,403.64,4,1,4,3.55,8,1.0,0.0,1,,gas,omnivore,0,0.0,723.4
0x1b33,377.05,62.57,764.66,421.76,300.15,0,6,0,2.67,8,1.0,0.0,0,0.0,gas,omnivore,1,0.0,968.25
0xdf6,359.97,30.59,1044.61,2085.97,483.47,0,4,4,2.46,4,1.0,0.0,0,0.0,gas,vegetarian,1,1.0,644.32
0x2d51,376.19,66.7,983.21,1770.08,214.74,0,2,1,4.2,9,1.0,1.0,0,1.0,gas,vegetarian,0,0.0,817.39
0xe39,331.87,39.1,707.36,2112.02,343.96,3,3,4,2.79,1,0.0,0.0,0,1.0,gas,vegetarian,0,1.0,559.09
0x339a,320.21,45.09,254.6,1313.44,473.01,5,2,2,2.79,7,1.0,1.0,1,1.0,electric,omnivore,0,0.0,648.51
0x343e,474.66,46.26,459.88,1576.45,344.33,4,3,3,5.79,9,1.0,0.0,0,0.0,xVuOM,vegetarian,1,1.0,764.9
0x1a46,383.54,70.1,1182.48,1328.51,390.97,0,1,3,5.67,7,1.0,0.0,0,1.0,gas,omnivore,0,0.0,1112.92
0x430,355.93,42.03,973.13,1618.43,220.6,3,2,5,3.53,7,1.0,0.0,0,0.0,gas,omnivore,1,1.0,882.04
0x3743,351.94,66.4,658.48,1522.24,-77.0,7,3,4,5.75,1,1.0,0.0,0,1.0,electric,omnivore,0,0.0,671.82
0x4077,406.93,93.36,901.9,1570.76,183.43,9,6,3,4.88,5,1.0,0.0,0,1.0,electric,omnivore,0,1.0,1004.33
0xcb6,410.29,69.29,284.62,1306.92,452.18,3,1,2,3.95,5,1.0,1.0,1,0.0,none,omnivore,1,0.0,835.08
0x743,287.29,43.16,890.44,2643.85,393.63,6,4,2,4.15,9,1.0,1.0,0,0.0,gas,omnivore,1,0.0,1088.32
0x2133,419.08,74.51,732.42,2329.95,502.1,4,7,3,4.12,5,1.0,0.0,0,1.0,electric,omnivore,1,1.0,904.37
0x3faa,179.78,56.87,1316.8435220849715,1410.02,450.83,10,9,2,1.0,1,1.0,0.0,0,0.0,electric,omnivore,0,1.0,624.41
0x3eed,387.95,57.6,700.17,1207.73,330.57,7,5,2,1.43,9,1.0,1.0,1,0.0,gas,omnivore,0,1.0,804.4
0xcb1,377.13,66.32,953.03,2043.95,260.6,0,5,7,4.32,5,0.0,0.0,0,1.0,electric,vegetarian,1,0.0,726.88
0xc31,343.63,46.41,1053.59,2196.2,-44.0,5,6,4,3.41,4,1.0,0.0,0,1.0,gas,vegetarian,0,0.0,651.23
0x51fe,636.64,36.31,866.63,2184.12,510.43,1,5,4,1.37,2,1.0,,0,0.0,gas,omnivore,0,1.0,800.18
0x283f,514.74,51.24,694.06,1373.7,298.64,5,7,4,3.82,7,0.0,1.0,0,1.0,electric,omnivore,1,1.0,838.51
0x14c9,628.95,35.33,853.04,2143.4,445.23,1,1,4,1.93,8,1.0,0.0,0,1.0,gas,vegetarian,1,0.0,1252.27
0x3687,554.05,6.87,563.94,1727.41,448.09,4,5,4,2.78,1,1.0,1.0,1,0.0,electric,vegan,0,0.0,401.86
0x5e4,458.81,76.8,782.42,(ItX#,423.67,1,2,2,5.14,1,0.0,0.0,0,0.0,gas,omnivore,1,0.0,1284.23
0x50d0,355.43,27.79,760.8,1806.93,339.95,0,3,4,4.74,8,0.0,0.0,0,1.0,electric,vegetarian,0,0.0,645.97
0x1c25,319.72,41.79,455.25,1220.88,407.93,7,5,5,1.76,1,0.0,0.0,0,0.0,electric,vegetarian,1,0.0,523.09
0x3c7e,289.57,39.13,537.17,2616.6,394.99,11,1,4,1.11,4,1.0,0.0,0,1.0,none,vegan,0,0.0,364.59
0x4295,435.93,51.1,1113.6,3564.92,472.34,0,el`*{,4,3.25,5,0.0,0.0,0,1.0,gas,omnivore,0,0.0,939.09
0x2692,391.65,65.57,1285.25,1666.81,448.91,3,5,4,4.55,8,0.0,,1,,?pLE<,omnivore,0,0.0,1155.83
0x17b2,363.58,47.32,605.0,1176.87,482.02,9,3,7,3.18,7,1.0,1.0,0,1.0,gas,omnivore,1,0.0,772.57
0x102f,436.78,50.74,960.68,2410.99,570.92,5,2,3,2.7,6,1.0,0.0,0,1.0,gas,omnivore,1,1.0,1253.29
0x4b99,207.45,31.79,1006.8,1631.36,440.9,3,4,3,2.48,2,,0.0,0,1.0,gas,vegetarian,1,0.0,585.36
0x1fc6,408.07,36.18,663.16,2458.88,-33.0,2,3,4,0.81,5,1.0,0.0,0,1.0,none,omnivore,1,0.0,577.11
0x820,439.32,38.46,352.05,878.97,417.37,9,7,3,5.26,6,1.0,1.0,1,1.0,electric,vegetarian,1,0.0,590.39
0x27ba,393.25,36.53,356.16,872.22,496.68,9,1,3,0.7,5,1.0,0.0,1,1.0,gas,omnivore,0,0.0,525.08
0x324a,645.85,24.3,1244.65,I1n@a,580.65,4,1,5,1.96,9,0.0,0.0,0,1.0,electric,vegetarian,0,0.0,627.16
0x3c09,364.55,67.38,847.48,1335.59,275.08,4,2,3,2.39,9,0.0,1.0,0,1.0,gas,omnivore,0,0.0,904.94
0x3d8f,383.56,35.3,914.07,2133.98,407.99,5,1,0,5.01,7,1.0,1.0,1,1.0,electric,omnivore,1,0.0,868.04
0xfa1,386.04,43.05,1872.1203140366188,1339.18,346.99,4,3,4,1.9,2,1.0,1.0,0,0.0,electric,omnivore,0,0.0,803.49
0x500b,542.07,-66.0,1349.14,2728.27,474.34,2,3,4,2.77,3,1.0,0.0,0,1.0,gas,vegan,0,0.0,589.83
0x1a36,190.99,58.52,394.95,1637.22,206.42,7,4,3,1.75,2,0.0,0.0,1,0.0,electric,omnivore,1,0.0,709.2
0x272b,717.2,41.91,326.98,#B(}<,432.89,3,2,4,3.14,2,0.0,0.0,1,0.0,gas,vegetarian,1,0.0,596.55
0x4e66,428.72,19.1,758.06,1196.26,526.28,0,4,6,3.14,3,0.0,0.0,0,0.0,electric,omnivore,1,0.0,859.91
0x6e8,362.38,76.18,654.01,1461.65,406.4,3,1,2,2.99,3,1.0,0.0,0,0.0,electric,vegetarian,1,0.0,754.47
0x3f0c,305.78,58.52,646.22,2773.79,522.41,4,4,4,0.96,2,1.0,0.0,1,0.0,gas,omnivore,1,0.0,713.8
0x2a96,293.73,65.17,578.2,1708.26,268.72,9,1,2,4.07,3,0.0,0.0,0,1.0,electric,omnivore,0,0.0,905.84
0x4bb0,373.34,72.88,369.54,545.48,251.46,6,5,3,3.52,6,1.0,1.0,0,0.0,electric,omnivore,1,0.0,920.15
0x1101,507.98,40.47,564.89,2140.28,371.84,10,4,3,3.36,5,0.0,1.0,0,0.0,gas,omnivore,1,1.0,930.93
0x1dcc,580.4,71.15,693.64,1940.29,437.6,0,4,4,2.67,6,1.0,0.0,0,1.0,electric,omnivore,0,0.0,836.29
0x3e20,346.11,36.73,619.72,1606.04,278.08,5,5,4,3.27,6,1.0,0.0,0,1.0,none,omnivore,0,0.0,671.52
0x40a7,419.67,47.55,1171.51,1798.26,283.57,5,5,4,4.23,9,0.0,0.0,0,1.0,electric,omnivore,0,1.0,927.69
0x45ab,533.68,57.6,582.6,1898.02,342.58,0,1,4,3.23,4,1.0,0.0,0,0.0,gas,omnivore,1,1.0,895.95
0x3f18,418.76,33.33,1200.55,1694.01,401.45,-8,3,2,0.72,4,1.0,1.0,0,0.0,gas,vegan,0,0.0,537.4
0x4d60,368.15,11.38,443.81,895.95,188.41,8,1,4,1.77,4,1.0,0.0,0,0.0,electric,omnivore,0,1.0,575.01
0x1ed7,451.22,83.97,1091.93,3358.24,335.68,2,1,3,2.96,6,0.0,0.0,0,0.0,gas,omnivore,1,0.0,1221.42
0x2246,451.25,89.68,1374.33,2020.65,478.16,1,3,4,1.81,1,1.0,0.0,1,0.0,none,omnivore,1,0.0,929.91
0x989,308.47,57.73,470.2,1514.99,261.56,9,1,4,2.39,8,1.0,1.0,1,1.0,none,vegetarian,1,1.0,472.84
0x816,497.81,99.2,1039.38,1986.24,473.15,2,1,2,3.0,7,0.0,0.0,0,0.0,electric,omnivore,0,0.0,1280.52
0x26bb,470.19,67.15,715.12,1921.87,125.71,1,1,2,2.58,7,0.0,0.0,0,1.0,electric,omnivore,1,,925.52
0x1d0d,377.48,51.49,1081.04,1495.47,316.23,2,3,4,4.59,4,0.0,0.0,0,1.0,electric,omnivore,0,0.0,941.76
0x35a4,453.79,52.82,1349.8,1985.43,276.38,6,2,3,3.41,9,1.0,1.0,0,1.0,gas,vegetarian,0,0.0,763.43
0x3409,359.74,46.21,580.32,1948.6,608.75,0,L'm6J,2,4.63,9,1.0,1.0,0,1.0,none,vegetarian,1,0.0,654.3
0x1209,481.2,49.35,867.49,2081.12,488.83,7,3,1,1.11,2,1.0,0.0,0,0.0,gas,vegan,0,0.0,558.3
0x31f7,405.11,38.98,686.36,2003.58,532.31,8,1,4,2.98,7,1.0,0.0,0,1.0,electric,vegan,0,0.0,464.63
0xdb7,369.24,77.68,1086.52,1845.78,463.05,0,2,3,4.98,2,1.0,0.0,0,1.0,gas,vegetarian,1,0.0,799.43
0x4738,276.49,74.83,1047.51,2609.76,206.15,6,2,3,3.89,6,1.0,0.0,0,1.0,electric,omnivore,1,1.0,931.32
0x3e03,363.1,51.72,1299.21,2360.84,455.08,2,1,3,1.15,7,1.0,0.0,0,1.0,electric,omnivore,0,0.0,828.07
0x2cf0,558.42,46.62,804.07,1677.58,429.76,0,1,3,3.9,1,1.0,1.0,0,0.0,gas,omnivore,0,,973.62
0x31ec,281.92,31.1,668.7,1850.34,284.31,3,3,5,3.18,9,1.0,0.0,0,0.0,gas,vegan,1,,494.82
0x1cf9,397.16,76.74,884.98,2408.05,386.22,4,2,2,2.86,1,1.0,1.0,1,0.0,electric,vegetarian,1,0.0,745.59
0x3129,424.29,55.19,744.45,1825.13,367.01,0,1,3,4.88,3,0.0,0.0,0,1.0,electric,vegetarian,1,0.0,727.1
0x324f,515.82,51.43,829.87,1709.2,389.09,0,4,4,3.12,4,1.0,0.0,0,1.0,electric,omnivore,1,0.0,818.75
0x824,437.82,47.22,1122.35,1763.89,331.1,0,2,2,4.48,5,1.0,1.0,0,1.0,electric,omnivore,0,0.0,1000.38
0x1edf,369.37,64.18,1095.45,1687.34,393.62,3,2,3,4.83,2,0.0,0.0,0,,electric,omnivore,0,1.0,1126.89
0x20d2,454.94,25.51,734.09,816.29,537.32,1,1,4,3.66,1,0.0,0.0,1,1.0,electric,omnivore,0,0.0,686.36
0x2872,485.82,53.9,572.43,1952.35,-33.0,5,1,4,3.17,5,0.0,1.0,0,0.0,none,vegetarian,1,1.0,637.36
0x207e,444.86,48.18,1445.81,2471.77,530.15,6,1,5,1.18,9,1.0,1.0,1,1.0,gas,omnivore,0,0.0,765.67
0xeb5,376.4,44.81,719.85,820.05,434.07,1,3,4,3.57,7,0.0,0.0,0,1.0,gas,omnivore,0,0.0,831.45
0x49cc,401.52,41.88,339.66,">MsU""",205.05,3,1,3,1.71,5,1.0,0.0,0,0.0,_g#UJ,omnivore,1,0.0,731.5
0x6dc,599.16,62.96,769.68,2649.75,478.48,1,1,4,2.9,5,1.0,1.0,1,1.0,gas,vegetarian,1,1.0,592.46
0x2451,437.84,85.06,1107.19,1972.09,420.28,0,1,2,3.89,8,1.0,0.0,0,,gas,omnivore,0,0.0,1276.81
0x4c27,508.65,64.72,573.89,2235.37,395.69,8,3,4,4.39,4,1.0,0.0,0,1.0,gas,omnivore,0,1.0,852.59
0x43b7,244.91,36.92,470.7,528.39,186.6,3,4,3,4.28,8,1.0,0.0,0,1.0,gas,omnivore,0,0.0,776.72
0x4a22,401.17,54.49,351.97,762.82,324.86,3,4,3,3.06,8,1.0,0.0,1,0.0,gas,omnivore,1,0.0,812.71
0x33b8,417.05,33.03,1040.8,1741.42,452.05,6,3,3,1.45,1,1.0,0.0,1,0.0,none,omnivore,1,0.0,692.44
0x276d,512.35,74.74,1210.23,3359.01,642.11,0,2,3,1.71,6,0.0,0.0,0,1.0,gas,omnivore,0,0.0,1002.69
0x3953,100.0,46.58,211.6,400.0,376.66,5,1,2,2.82,7,1.0,0.0,0,0.0,gas,omnivore,1,0.0,754.81
0x34bb,491.89,63.38,880.6,1904.48,518.53,1,3,3,2.08,8,0.0,0.0,0,1.0,electric,omnivore,0,0.0,886.65
0x2c4e,474.86,58.19,1056.81,2779.42,300.29,0,";"">E\",4,2.05,5,0.0,0.0,1,0.0,electric,vegetarian,1,1.0,663.91
0x3b14,337.9,31.17,371.48,1013.61,341.19,5,4,3,2.74,8,0.0,0.0,1,0.0,gas,vegan,0,0.0,464.71
0x21e2,446.41,39.49,769.4,997.84,357.98,3,1,2,6.08,2,1.0,1.0,0,1.0,electric,omnivore,1,0.0,981.4
0x5043,385.41,20.52,678.5,2518.41,326.9,0,1,5,0.53,6,1.0,1.0,0,1.0,electric,vegan,0,0.0,365.79
0x4c44,377.78,18.52,807.7,916.95,488.0,3,1,2,2.51,2,0.0,0.0,1,1.0,none,omnivore,0,1.0,596.88
